created_at,in_reply_to_user_id,referenced_tweet,ref_type,text,id,source,user_description,user_created_at,user_followers_count,verified,user_location,user_id,user_screen_name
Mon May 09 06:26:27 +0000 2022,None,1523312922725810176,retweet,RT @vantaeprod: this is applicable to every new tr chp https://t.co/Ex3EfN1si3,1523549944899985409,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yes its very low quality picture of kenma, but he is already a high quality man so what about it",Thu Dec 13 15:05:08 +0000 2018,94,False,@seishuteii for au,1073232358361292802,kenmarlert
Mon May 09 06:27:11 +0000 2022,None,,,Doctors who praised the vaccine have not posted videos since a month ago A doctor's video advocating for a vaccine… https://t.co/Hr08EAkphK,1523550130213126144,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Remember, if just one part doesn't fit, it's wrong.  If it all fits, okay, accept it with eyes wide opened.  Buddha's dharma is the truth.",Thu Nov 29 03:27:36 +0000 2018,537,False,None,1067983387577577472,kimjeesoung71
Mon May 09 06:28:45 +0000 2022,None,1523446070113570816,retweet,RT @EssexPR: @sajidjavid You made Covid policies that made no sense and my Industry was devastated by them. 10pm curfew - unscientific non…,1523550520920580096,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Small business owner, aspiring pro cyclist.",Tue Mar 31 09:19:08 +0000 2009,585,False,"Winsford, England",27841596,sloggmeister
Mon May 09 06:29:19 +0000 2022,None,1522960725400068098,retweet,RT @_____mjb: Look at the force that Turkish police deem necessary to detain a Kurdish woman HDP member for the “crime” of peacefully readi…,1523550664877436929,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smooth brain 🦍 🏄‍♂️ on endless oceans of stupidity,Sun Oct 06 07:36:30 +0000 2019,94,False,🌍,1180748530861916160,Amorchaos2
Mon May 09 06:30:00 +0000 2022,None,,,"'Erdogan has good reason for turning to the Middle East to improve strained ties, as he has also mellowed his criti… https://t.co/AoMZCyFLLK",1523550836772589570,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Australian Strategic Policy Institute is an independent, non-partisan think tank focused on Australia's defence, cyber, tech and strategic policy",Thu Mar 10 03:42:25 +0000 2011,43105,True,"Canberra, Australia",263483174,ASPI_org
Mon May 09 06:30:03 +0000 2022,None,,,CHP Incident Report: May 8 2022 11:23PM Traffic Hazard : Highway 51 S at Arb (SR51 S / ARB),1523550851301732352,"<a href=""https://californialocal.com"" rel=""nofollow"">California Local Telemetry2</a>",Voracious reader and community builder.,Tue Mar 09 21:21:35 +0000 2021,38,False,None,1369397894508380164,CALocalSAC
Mon May 09 06:31:26 +0000 2022,None,,,Erdogan announces return scheme for one million Syrians https://t.co/iyvZSzSIMx via @InfoMigrants,1523551198481350658,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",British Patriot,Tue Feb 08 07:27:17 +0000 2022,71,False,None,1490950274831237120,biggusd41260013
Mon May 09 06:31:48 +0000 2022,None,1523538453509525505,retweet,"RT @AvinPrabhakar: IMA Covid taskforce Co-Chairman @RajeevJayadevan says ""Glorified term for guesswork"" on WHO report on excessive Covid de…",1523551291821092864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Writer. Author. India travel. Photography. Wellness. Crypto. Columnist @deccanherald. Odia bohu. INFJ. Ex-accountant. Keeping it real in the city of dreams.,Fri Apr 03 06:33:58 +0000 2009,35135,True,"Mumbai, India",28517909,AboutIndia
Mon May 09 06:33:23 +0000 2022,None,1523446070113570816,retweet,RT @EssexPR: @sajidjavid You made Covid policies that made no sense and my Industry was devastated by them. 10pm curfew - unscientific non…,1523551690838134784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",None,Wed Oct 21 16:17:30 +0000 2020,157,False,None,1318949502347366403,hopskotch67
